asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA
LTF,2019-05-15,Not Applic,983960000.0,-1000000000.0,,,,-4.52,0.91,4.61,
