asx code,rank,date
RAP,4.090839707898798,2019:04:26
RMD,3.249621237841642,2019:04:26
HLS,3.1760629042838167,2019:04:26
NXS,3.0799454260336327,2019:04:26
NAN,3.0079248525570548,2019:04:26
RHC,2.6507982181583785,2019:04:26
PME,2.529098767271595,2019:04:26
RHT,2.4417036259141294,2019:04:26
SHL,2.3905369121474846,2019:04:26
COH,2.3392719619300215,2019:04:26
AZV,2.2317703678759666,2019:04:26
CMP,2.216525695478924,2019:04:26
HSO,2.191974798510879,2019:04:26
ANN,2.1881049316254457,2019:04:26
JHC,2.1786558496611437,2019:04:26
IDX,2.1774731629640023,2019:04:26
GLH,2.176728357311064,2019:04:26
ICS,2.1736651793595954,2019:04:26
ONT,2.17360625006243,2019:04:26
NVL,2.173066301530999,2019:04:26
REG,2.1699143955001556,2019:04:26
PSQ,2.169522142100364,2019:04:26
PGC,2.1681028490081347,2019:04:26
SIG,2.1679452351716852,2019:04:26
API,2.1655387090750295,2019:04:26
CAJ,2.163766496605819,2019:04:26
EHE,2.1635828269380126,2019:04:26
MVF,2.1633098773786905,2019:04:26
HLA,2.161571687658758,2019:04:26
VRT,2.16132007132422,2019:04:26
SDI,2.1599817591423736,2019:04:26
AHX,2.1594319114900413,2019:04:26
KKT,2.1474109456760058,2019:04:26
ADR,2.134778098193626,2019:04:26
IBX,2.1337701639995386,2019:04:26
NTI,2.1337408720252378,2019:04:26
VTI,2.133424873823755,2019:04:26
NHL,2.1313978970732177,2019:04:26
LSH,2.1313695876351795,2019:04:26
OSP,2.1310581645282234,2019:04:26
TTB,2.130293195120508,2019:04:26
IPD,2.1296732816254536,2019:04:26
1ST,2.12690633392032,2019:04:26
GID,2.1266280156978152,2019:04:26
IHL,2.1253063149552798,2019:04:26
MX1,2.1249199920402537,2019:04:26
SIL,2.123931552976309,2019:04:26
RHY,2.122054325451828,2019:04:26
LBT,2.12151613727852,2019:04:26
M7T,2.119852231434904,2019:04:26
CDX,2.1180977787480835,2019:04:26
GMV,2.115034642292981,2019:04:26
OIL,2.114564771051157,2019:04:26
RSH,2.108024280577008,2019:04:26
MDR,2.1074072162829243,2019:04:26
JHL,2.0927119622497887,2019:04:26
CGS,2.08363775915025,2019:04:26
FPH,2.0450382491695,2019:04:26
ALC,2.038180746484511,2019:04:26
ELX,2.0348080510109847,2019:04:26
PNV,2.000130706294172,2019:04:26
SNZ,2.0001267563381138,2019:04:26
BD1,2.000046016574948,2019:04:26
OVN,2.000045131152704,2019:04:26
VHT,2.000028760742043,2019:04:26
EMV,2.000000708112726,2019:04:26
ONE,2.0000000006765637,2019:04:26
