asx code,rank,date
TPW,4.134858812683313,2019:04:26
WHK,4.0549032973298775,2019:04:26
LOV,3.322610108123465,2019:04:26
KGN,3.275693534285148,2019:04:26
WEB,3.0181755525164378,2019:04:26
WES,3.015069077391656,2019:04:26
DW8,2.4576013994976993,2019:04:26
BBN,2.335787439670116,2019:04:26
PMV,2.301124756807052,2019:04:26
MPH,2.147227956460063,2019:04:26
SNL,2.1065877752763336,2019:04:26
RHL,2.0817364435018715,2019:04:26
MYR,2.080766737373735,2019:04:26
APE,2.0735904972822823,2019:04:26
BDA,2.071769042603684,2019:04:26
AX1,2.059440647634478,2019:04:26
BAP,2.05905905149928,2019:04:26
NBL,2.0527816154849985,2019:04:26
CCX,2.0496667505042474,2019:04:26
NCK,2.048766746832668,2019:04:26
MHJ,2.038346331493637,2019:04:26
JYC,2.0317369472490636,2019:04:26
JBH,2.0277795323869476,2019:04:26
ASG,2.0253940325201674,2019:04:26
KMD,2.025258594358824,2019:04:26
HVN,2.0243082842033897,2019:04:26
SUL,2.0222394021238665,2019:04:26
CL8,2.018148612140938,2019:04:26
VTG,2.0180957294183486,2019:04:26
CCV,2.014086330848677,2019:04:26
ADH,2.012220713141581,2019:04:26
AHL,2.010882885275646,2019:04:26
SSG,2.0088731908740463,2019:04:26
TGA,2.007606450933051,2019:04:26
AHG,2.0066279208056903,2019:04:26
TRS,2.0049192725781095,2019:04:26
JAT,2.0044721400645527,2019:04:26
AU8,2.0042314984029073,2019:04:26
RBL,2.0041030892586447,2019:04:26
NTD,2.0018866807383295,2019:04:26
PGR,2.00147063067165,2019:04:26
NNW,2.000808076388366,2019:04:26
FUN,2.000694498585479,2019:04:26
INP,2.0006057139006477,2019:04:26
HT8,2.000081343057767,2019:04:26
