asx code,rank,date
CYB,5.000000000000001,2019:04:26
CBA,3.5603018667452164,2019:04:26
GMA,3.4956233029588963,2019:04:26
YBR,3.3644418706136294,2019:04:26
WBC,3.1031915003026773,2019:04:26
RMC,3.0006943283459853,2019:04:26
NAB,2.658658674052667,2019:04:26
BOQ,2.554820129695563,2019:04:26
MYS,2.5524133106633116,2019:04:26
ABA,2.5381812099091854,2019:04:26
ANZ,2.5162524413848004,2019:04:26
BBC,2.4902558259058445,2019:04:26
BEN,2.487837964783117,2019:04:26
MOC,2.482230143082455,2019:04:26
AFG,2.000000012273759,2019:04:26
