asx code,rank,date
PPK,4.021214428112851,2019:04:26
14D,4.003884487063836,2019:04:26
CIM,3.683766946058767,2019:04:26
ROO,3.6766732120931973,2019:04:26
LCM,3.6363086010580328,2019:04:26
RFT,3.109091947272223,2019:04:26
SVW,2.984769067106831,2019:04:26
VEE,2.9459285191834947,2019:04:26
RGI,2.935300393931993,2019:04:26
REH,2.925877911617107,2019:04:26
EOS,2.8939649979836433,2019:04:26
RWC,2.868756274921952,2019:04:26
UTR,2.847180267830815,2019:04:26
QHL,2.8310056468552047,2019:04:26
HNG,2.8258949452597752,2019:04:26
JLG,2.7507766953551536,2019:04:26
CDD,2.740837743896293,2019:04:26
MND,2.738436268002098,2019:04:26
CPV,2.729460727537804,2019:04:26
A3D,2.7225671485248193,2019:04:26
DRO,2.7087599410623744,2019:04:26
RFX,2.6972293414311497,2019:04:26
LBL,2.6966110452517342,2019:04:26
SSM,2.694091186067547,2019:04:26
CFO,2.6931760350969673,2019:04:26
ASB,2.6928053917616555,2019:04:26
SGI,2.6829175371093212,2019:04:26
EHL,2.6816111612701006,2019:04:26
GWA,2.6798376366108823,2019:04:26
NWH,2.677952518276629,2019:04:26
MXI,2.677830405907992,2019:04:26
OLH,2.675219289803634,2019:04:26
XRF,2.6741978397328214,2019:04:26
BLY,2.6717897573335874,2019:04:26
KOV,2.668189252056601,2019:04:26
PTB,2.667278987266528,2019:04:26
AJL,2.666953364353994,2019:04:26
ANG,2.6668648093066354,2019:04:26
DCG,2.666647058113125,2019:04:26
SRS,2.6659483722832,2019:04:26
EGN,2.665758090738877,2019:04:26
CVL,2.664286112643127,2019:04:26
LGD,2.6617599525624773,2019:04:26
BOL,2.6601262361897158,2019:04:26
LYL,2.659203255146104,2019:04:26
SXE,2.6591515311225304,2019:04:26
UUV,2.6582237423475408,2019:04:26
ECL,2.6577249724588468,2019:04:26
SIV,2.6541482534721124,2019:04:26
CYG,2.6448288593239786,2019:04:26
SND,2.641906170001002,2019:04:26
FLC,2.641543370624992,2019:04:26
EGY,2.6401483650320174,2019:04:26
OEC,2.6399529443961223,2019:04:26
XTE,2.6396777526640682,2019:04:26
BPP,2.6390846168760302,2019:04:26
ACF,2.6382606092047522,2019:04:26
SRG,2.1725056955605027,2019:04:26
POW,2.012371966134438,2019:04:26
MPP,2.0003576078444727,2019:04:26
ZGL,2.000000019764591,2019:04:26
FBR,2.0,2019:04:26
