asx code,rank,date
PWH,7.015536266776154,2019:04:26
ARB,4.672340795330207,2019:04:26
GUD,3.132429115766527,2019:04:26
ATL,2.2997759029210583,2019:04:26
SFC,2.2742751957026726,2019:04:26
ABV,2.130635135102039,2019:04:26
VMT,2.0058867875547515,2019:04:26
