asx code,rank,date
PO3,5.000000178133368,2019:04:26
APA,3.2597574692785694,2019:04:26
GNX,3.0302701695723595,2019:04:26
GNE,3.004064590891985,2019:04:26
AGL,2.7205662132868538,2019:04:26
AST,2.5156708401123815,2019:04:26
SKI,2.2943309828204708,2019:04:26
TPC,2.2568338172945386,2019:04:26
EWC,2.233035230079731,2019:04:26
ZEN,2.2141912787675664,2019:04:26
IFN,2.1800685166756866,2019:04:26
PEA,2.1777712771224165,2019:04:26
EPW,2.1608290912077575,2019:04:26
MEZ,2.1566562567331338,2019:04:26
KPO,2.12703382530012,2019:04:26
RNE,2.121095988811846,2019:04:26
WND,2.0570788018464103,2019:04:26
LPE,2.0373521575042544,2019:04:26
MCY,2.0175314421551636,2019:04:26
IFT,2.0108887774858655,2019:04:26
NEW,2.000066814876525,2019:04:26
