asx code,rank,date
NWL,4.461255687239402,2019:04:26
PNI,4.161007546736632,2019:04:26
GOW,3.7800776483031053,2019:04:26
DCL,3.1389407101269713,2019:04:26
MFG,3.116179260416591,2019:04:26
IMF,3.1116402288977576,2019:04:26
ASX,3.1056911599015615,2019:04:26
AEF,3.038787094198965,2019:04:26
MQG,3.0215793257359156,2019:04:26
CNI,3.0211412833426365,2019:04:26
AMP,3.0141621949922266,2019:04:26
MAI,3.0122330167266504,2019:04:26
CVC,2.9988451303508468,2019:04:26
OVH,2.9892974928091185,2019:04:26
PTM,2.98125395925149,2019:04:26
PCG,2.9760104693682257,2019:04:26
NGI,2.971481461431841,2019:04:26
CVW,2.960660295545302,2019:04:26
EQT,2.9559953538684516,2019:04:26
JHG,2.9365569253617805,2019:04:26
PDL,2.934637789763382,2019:04:26
CGR,2.9271962079025666,2019:04:26
OFX,2.926275508637099,2019:04:26
EAS,2.9257812471132025,2019:04:26
BWF,2.921803364502631,2019:04:26
IFL,2.9194008583933266,2019:04:26
APD,2.9186552969567474,2019:04:26
FID,2.914082258616288,2019:04:26
COG,2.9108886698752547,2019:04:26
NSX,2.909689136490302,2019:04:26
ECX,2.908332062091314,2019:04:26
MNY,2.9060902904068615,2019:04:26
GCM,2.9055837055080573,2019:04:26
CLH,2.8924307579208457,2019:04:26
OCP,2.8879879360254597,2019:04:26
PFG,2.8851285316793116,2019:04:26
RZI,2.8781421403215868,2019:04:26
PAC,2.868776395241274,2019:04:26
BLA,2.8511611610988776,2019:04:26
LAW,2.8465121737647125,2019:04:26
SFL,2.8426425654219045,2019:04:26
FFG,2.837725167404544,2019:04:26
CRD,2.8314139049027105,2019:04:26
KAM,2.8280908920950667,2019:04:26
XPL,2.8008474403990267,2019:04:26
INV,2.7956118534457435,2019:04:26
WZR,2.7582437725850717,2019:04:26
CGF,2.665364786076162,2019:04:26
HUB,2.3421115110583863,2019:04:26
EVE,2.21865160604938,2019:04:26
SWF,2.2033414976814427,2019:04:26
FXL,2.201810384509519,2019:04:26
BTI,2.1878032203067295,2019:04:26
MCX,2.1792703719414392,2019:04:26
CCP,2.175369636140127,2019:04:26
FSA,2.173054153129114,2019:04:26
MOE,2.1690515971498994,2019:04:26
PNC,2.160174562070278,2019:04:26
EZL,2.158415048490278,2019:04:26
ED1,2.1571196100275625,2019:04:26
BFG,2.154260898695733,2019:04:26
CAF,2.1531564000398564,2019:04:26
KSL,2.1481765890366833,2019:04:26
CA8,2.147703903514308,2019:04:26
PVL,2.147237875753072,2019:04:26
Z1P,2.0686282609210904,2019:04:26
PPT,2.0043170532776022,2019:04:26
MEC,2.0,2019:04:26
