asx code,rank,date
TCL,5.565186915602666,2019:04:26
SYD,4.638161698770008,2019:04:26
ALX,3.238822529196378,2019:04:26
TTI,2.4140397482532814,2019:04:26
QUB,2.4078335094980456,2019:04:26
AZJ,2.0811072466315723,2019:04:26
WWG,2.0594681461930873,2019:04:26
CLX,2.051207252836539,2019:04:26
A2B,2.0345247191889286,2019:04:26
QAN,2.0230780419476604,2019:04:26
LAU,2.018427743763311,2019:04:26
AQZ,2.0173346521051143,2019:04:26
VAH,2.0149389664785424,2019:04:26
AIA,2.0109678434371143,2019:04:26
REX,2.0058941412736013,2019:04:26
AIZ,2.00080755911688,2019:04:26
P2P,2.0000038632610986,2019:04:26
