asx code,rank,date
GEV,4.115497313061677,2019:04:26
WPL,3.6950271563237562,2019:04:26
OSH,3.4186799518309603,2019:04:26
ATS,3.182673049094435,2019:04:26
DEV,3.1110808531568646,2019:04:26
WOR,2.9714607746723045,2019:04:26
STO,2.790809117078261,2019:04:26
PSA,2.7619419939335805,2019:04:26
COE,2.6630900743694568,2019:04:26
ORG,2.5623810246733933,2019:04:26
TEG,2.5373105266259883,2019:04:26
SOL,2.5048648285672157,2019:04:26
SMR,2.4950584351095504,2019:04:26
AJQ,2.484218067485791,2019:04:26
GAS,2.4692027127090226,2019:04:26
BYE,2.4373819359519207,2019:04:26
NHC,2.395690516352393,2019:04:26
SXY,2.3852949416627345,2019:04:26
CTX,2.384252752352452,2019:04:26
BUY,2.3747191982226488,2019:04:26
MRM,2.360870596015147,2019:04:26
BPT,2.3583474865714145,2019:04:26
E2E,2.3516037513788057,2019:04:26
VEA,2.3514457370066832,2019:04:26
EEG,2.350638807357521,2019:04:26
SGC,2.3452131630081645,2019:04:26
YAL,2.3295507470190744,2019:04:26
TER,2.328624243076645,2019:04:26
FDM,2.327186747858633,2019:04:26
WHC,2.3242328461897652,2019:04:26
HZN,2.3186081790720814,2019:04:26
SEA,2.311782767177903,2019:04:26
CUE,2.311424680126205,2019:04:26
UNV,2.311007414534561,2019:04:26
KAR,2.3108647765597006,2019:04:26
BMN,2.3097755302144893,2019:04:26
ETE,2.307778360785548,2019:04:26
PVD,2.3047338109501516,2019:04:26
VMY,2.3041742919153907,2019:04:26
TAP,2.3040526377511625,2019:04:26
BKY,2.3035311650602748,2019:04:26
ERA,2.302325945867995,2019:04:26
ICN,2.300131109567743,2019:04:26
GPP,2.298995804724145,2019:04:26
MHC,2.298561676280453,2019:04:26
PGY,2.298518438170785,2019:04:26
WEC,2.296793294739845,2019:04:26
BNL,2.2958354731651553,2019:04:26
MCM,2.2957727987060323,2019:04:26
WBE,2.295580586404769,2019:04:26
BLZ,2.2951144179183682,2019:04:26
XST,2.2949745722276154,2019:04:26
CXU,2.2941753500099034,2019:04:26
GLL,2.2932065506085904,2019:04:26
SUR,2.28874652237464,2019:04:26
MCE,2.288536874920113,2019:04:26
PEN,2.287197547697013,2019:04:26
PDZ,2.284275818446826,2019:04:26
BLU,2.283913192967576,2019:04:26
LNG,2.2838097436096714,2019:04:26
CE1,2.2812483348070494,2019:04:26
PDN,2.281206132318017,2019:04:26
SXA,2.280973196906555,2019:04:26
PCL,2.2807887686262363,2019:04:26
NWE,2.2780966287571407,2019:04:26
EDE,2.277104339032973,2019:04:26
EXR,2.275741381843445,2019:04:26
KEY,2.2753480422853065,2019:04:26
LKO,2.2742210157772558,2019:04:26
TOU,2.271960892006306,2019:04:26
ACB,2.2686460984816206,2019:04:26
IVZ,2.265334607698052,2019:04:26
AFR,2.2634204254590986,2019:04:26
FPL,2.2605582239180575,2019:04:26
GGX,2.254690109431027,2019:04:26
HE8,2.2525757595216085,2019:04:26
CTP,2.252411547568149,2019:04:26
RLE,2.25043120498978,2019:04:26
WEL,2.249272373420772,2019:04:26
RNU,2.247509180218241,2019:04:26
LCK,2.2466928485462443,2019:04:26
RES,2.235396932381909,2019:04:26
TDO,2.227934605857121,2019:04:26
MEL,2.2226556709764687,2019:04:26
BRU,2.2222816243126435,2019:04:26
MEU,2.21626493376388,2019:04:26
88E,2.211223564853386,2019:04:26
COI,2.191972645231044,2019:04:26
TOE,2.1899804119180457,2019:04:26
OEL,2.1891537543780357,2019:04:26
EMP,2.184052611377491,2019:04:26
BRK,2.182942935048038,2019:04:26
NAE,2.1826850175329224,2019:04:26
GLV,2.1825916349499836,2019:04:26
ODY,2.182545748380136,2019:04:26
RMP,2.1825440035584407,2019:04:26
STX,2.181323102913985,2019:04:26
KLH,2.111669443540825,2019:04:26
AGE,2.1101159385992942,2019:04:26
MAY,2.097209835559424,2019:04:26
NSE,2.083415194907805,2019:04:26
PNL,2.0825153408091466,2019:04:26
FAR,2.0677529665849694,2019:04:26
BAS,2.0635013884415265,2019:04:26
DYL,2.062840871275113,2019:04:26
ZEL,2.0333369219070656,2019:04:26
CVN,2.025919046890928,2019:04:26
PVE,2.012769003643114,2019:04:26
VEN,2.0000192291291095,2019:04:26
DOR,2.000002001273892,2019:04:26
ADX,2.0000001908500966,2019:04:26
WGO,2.0,2019:04:26
