asx code,rank,date
NTM,2.4846290487502447,2019:04:26
DTM,2.484485817769767,2019:04:26
MGU,2.4844851061999536,2019:04:26
BKT,2.4838477747755774,2019:04:26
ARV,2.4836058364011278,2019:04:26
HNR,2.4831869847354553,2019:04:26
CAY,2.4831577404955407,2019:04:26
AZI,2.4826230324334544,2019:04:26
CXM,2.4824844140414353,2019:04:26
SYR,2.482260500594131,2019:04:26
ADN,2.4817285348384015,2019:04:26
APG,2.4815942414923686,2019:04:26
SL1,2.4814647239307828,2019:04:26
BAR,2.481369414766071,2019:04:26
EM2,2.4813123582755656,2019:04:26
KCN,2.481282278672806,2019:04:26
AYR,2.4812217033280803,2019:04:26
DCN,2.4809843237157607,2019:04:26
MGV,2.479981512839532,2019:04:26
TNR,2.479822772874047,2019:04:26
CXO,2.4794922474005494,2019:04:26
MAU,2.479419071410945,2019:04:26
AZY,2.478607745996196,2019:04:26
GLA,2.4782699817656484,2019:04:26
SAU,2.477369926593557,2019:04:26
SVL,2.477217117831767,2019:04:26
NCR,2.4771199222324904,2019:04:26
EMH,2.476704817969073,2019:04:26
AVZ,2.4766145882747947,2019:04:26
CMM,2.4766063625884316,2019:04:26
GAL,2.476477687562637,2019:04:26
CTO,2.476374389059247,2019:04:26
E2M,2.47620543451607,2019:04:26
ADY,2.4745053795361294,2019:04:26
A4N,2.474179082874473,2019:04:26
MRL,2.474066681248285,2019:04:26
CBY,2.4730169469864007,2019:04:26
BSR,2.472812500311359,2019:04:26
IPT,2.4720595035697426,2019:04:26
PPY,2.471523081682423,2019:04:26
NML,2.471304568136668,2019:04:26
ANW,2.4708331365722938,2019:04:26
KPT,2.4704082907082108,2019:04:26
VRM,2.4702997567449536,2019:04:26
SO4,2.4701937093902724,2019:04:26
AUZ,2.4693319600503814,2019:04:26
TNG,2.469317692706158,2019:04:26
TON,2.46825222962444,2019:04:26
TGM,2.467965620107417,2019:04:26
ERM,2.466574161622656,2019:04:26
NCZ,2.465871397421579,2019:04:26
GOR,2.46574961224115,2019:04:26
NAG,2.465631968961132,2019:04:26
HCH,2.465563263380055,2019:04:26
ATU,2.46516523116146,2019:04:26
QGL,2.46486694921784,2019:04:26
MOD,2.4639387928373395,2019:04:26
RTR,2.4638802313449144,2019:04:26
SMC,2.463001321079799,2019:04:26
PAN,2.4628789276542813,2019:04:26
TTT,2.4619374177912805,2019:04:26
PIO,2.4616969198243117,2019:04:26
MNS,2.461514129505933,2019:04:26
WKT,2.4615061218674623,2019:04:26
HAS,2.4614870404554665,2019:04:26
HRR,2.459560291325322,2019:04:26
STM,2.459281724371703,2019:04:26
BBX,2.4572908938010567,2019:04:26
VXR,2.4557169106825567,2019:04:26
KFE,2.45492285277552,2019:04:26
FMS,2.454435866063243,2019:04:26
IRD,2.4542587824976616,2019:04:26
GGG,2.4535242659016925,2019:04:26
GMN,2.451126638723558,2019:04:26
PEX,2.45064406344913,2019:04:26
WAF,2.4500453984834403,2019:04:26
ORE,2.449847269662187,2019:04:26
EUR,2.449229739996756,2019:04:26
KRR,2.448672220404417,2019:04:26
LOM,2.4478474994570227,2019:04:26
SCI,2.447662405324198,2019:04:26
SHK,2.4440817420631515,2019:04:26
TZN,2.44293213476315,2019:04:26
NZC,2.4404043186575235,2019:04:26
AMN,2.440067912185496,2019:04:26
LEG,2.4378774944224273,2019:04:26
AJM,2.437308354594833,2019:04:26
CUX,2.4327955778332764,2019:04:26
IMA,2.432085279944335,2019:04:26
AGY,2.4281710451051737,2019:04:26
MLX,2.427018055882917,2019:04:26
KSN,2.421295704430273,2019:04:26
JAL,2.418095939641206,2019:04:26
HFR,2.417476163096026,2019:04:26
A40,2.415273528942268,2019:04:26
DNK,2.412050749518093,2019:04:26
AAR,2.409734351734495,2019:04:26
G1A,2.4093207970590926,2019:04:26
YRL,2.4091636017048037,2019:04:26
INR,2.4075985426463595,2019:04:26
BGL,2.4064042293432966,2019:04:26
KGL,2.4059313825383417,2019:04:26
NWF,2.4033739340759346,2019:04:26
DGR,2.39146953334526,2019:04:26
AML,2.3816228098194907,2019:04:26
HIG,2.3682470969348444,2019:04:26
PLS,2.3485685859823517,2019:04:26
RSG,2.339919245923179,2019:04:26
RED,2.313765769754803,2019:04:26
CYL,2.0920209841666435,2019:04:26
ABR,2.0608827991988177,2019:04:26
NIC,2.0538356437599115,2019:04:26
LNY,2.039295477002058,2019:04:26
GLN,2.026548807060511,2019:04:26
BRL,2.0260238394093646,2019:04:26
SPX,2.0248056623476645,2019:04:26
AWC,2.022933689071537,2019:04:26
HWK,2.0227670686085366,2019:04:26
AHQ,2.022603055007032,2019:04:26
AOP,2.022527319435822,2019:04:26
MZZ,2.0224679648455512,2019:04:26
BDI,2.022410651374157,2019:04:26
MCR,2.0223926826835994,2019:04:26
AXT,2.0223206705647048,2019:04:26
FYI,2.022277168323817,2019:04:26
QEM,2.0222706973063516,2019:04:26
SLZ,2.0222342411111525,2019:04:26
BC8,2.022234064742772,2019:04:26
FRN,2.0222174854851933,2019:04:26
CMD,2.0222026175148997,2019:04:26
PM1,2.0221842360512614,2019:04:26
FTZ,2.022181516344763,2019:04:26
STN,2.022178125027124,2019:04:26
CLA,2.022166133547196,2019:04:26
MOH,2.022166005762987,2019:04:26
COB,2.022165171385422,2019:04:26
EUC,2.02215968255359,2019:04:26
PAK,2.0221594285072517,2019:04:26
TIN,2.0221575070576865,2019:04:26
AX8,2.0221569547957037,2019:04:26
DTR,2.0221545572293866,2019:04:26
MLS,2.022147786356446,2019:04:26
EHX,2.022145066977179,2019:04:26
AUL,2.022143370816869,2019:04:26
BCB,2.0218994250004068,2019:04:26
PLL,2.01284180095,2019:04:26
SRN,2.0090076048672363,2019:04:26
ADT,2.0059684984511006,2019:04:26
C6C,2.004476290700521,2019:04:26
CIA,2.004350090103475,2019:04:26
CRL,2.00188205318897,2019:04:26
EMN,2.00025005338792,2019:04:26
ONX,2.0002468882342193,2019:04:26
NMT,2.0001292363199195,2019:04:26
BDG,2.000083912807585,2019:04:26
ZNO,2.0000592045789114,2019:04:26
ODM,2.0000413148386915,2019:04:26
LKE,2.000015800851937,2019:04:26
FBU,2.0000134696398506,2019:04:26
NTL,2.000012100194422,2019:04:26
LLO,2.0000062496061446,2019:04:26
ZMI,2.0000057216512244,2019:04:26
OKU,2.000004109198215,2019:04:26
MKG,2.0000030795451593,2019:04:26
KWR,2.0000023779749005,2019:04:26
FIN,2.0000015125252277,2019:04:26
OKR,2.0000008875751725,2019:04:26
SVD,2.0000004403855307,2019:04:26
PLX,2.000000417612867,2019:04:26
RFR,2.0000002797676646,2019:04:26
HGM,2.0000001304862134,2019:04:26
FCC,2.0000000289809794,2019:04:26
BOC,2.0000000000504508,2019:04:26
THR,2.0000000000053753,2019:04:26
ADV,2.0,2019:04:26
