asx code,rank,date
WHA,4.524303350195433,2019:04:26
A2M,3.7734105084509655,2019:04:26
CGC,3.7347030228626235,2019:04:26
TWE,3.657415023078319,2019:04:26
SHV,3.000339508415276,2019:04:26
FNP,2.919256309337939,2019:04:26
CCL,2.885355290749395,2019:04:26
BGA,2.6965310053391645,2019:04:26
BAL,2.6562778472552533,2019:04:26
GRB,2.655871856246073,2019:04:26
FRM,2.651743164607776,2019:04:26
ING,2.6447196709672576,2019:04:26
WBA,2.6392660638051506,2019:04:26
CSS,2.6365039631161986,2019:04:26
WNR,2.63161495684786,2019:04:26
ELD,2.6278431081309095,2019:04:26
GNC,2.6242104206816563,2019:04:26
RIC,2.6199556753537157,2019:04:26
HUO,2.611286802123961,2019:04:26
AVG,2.606629992434926,2019:04:26
TGR,2.605438016728884,2019:04:26
WLD,2.5980896580942447,2019:04:26
YOW,2.5814082075861737,2019:04:26
ABT,2.5624798259168746,2019:04:26
BEE,2.554090396694118,2019:04:26
LON,2.5493951001968482,2019:04:26
AAC,2.548068720513211,2019:04:26
BFC,2.5468864802964006,2019:04:26
MRG,2.544319153885036,2019:04:26
OGA,2.5428162396227068,2019:04:26
SFG,2.5337730684364796,2019:04:26
AS1,2.5015069304253887,2019:04:26
FOD,2.4697389623410877,2019:04:26
AHF,2.469074798051433,2019:04:26
KTD,2.4344051789375096,2019:04:26
BUB,2.3845351468796814,2019:04:26
DBF,2.35362249905564,2019:04:26
MCA,2.013045886431736,2019:04:26
SM1,2.012420311319916,2019:04:26
NZK,2.0012475062389976,2019:04:26
FSF,2.00004688112295,2019:04:26
TFL,2.0000001570019617,2019:04:26
