Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,31.4526,33.5495,30.7537,33.5495,33.5495,11543.0
2012-01-03,34.947399,35.646301,34.248402,34.947399,34.947399,18689.0
2012-01-04,34.248402,34.248402,33.5495,33.5495,33.5495,4446.0
2012-01-05,32.850497999999995,35.646301,32.850497999999995,33.5495,33.5495,18384.0
2012-01-08,33.5495,33.5495,32.1516,32.1516,32.1516,11586.0
2012-01-09,32.1516,32.850497999999995,30.7537,31.4526,31.4526,7094.0
2012-01-10,32.1516,32.1516,31.4526,32.1516,32.1516,8052.0
2012-01-11,32.1516,32.850497999999995,31.4526,32.1516,32.1516,4253.0
2012-01-12,32.850497999999995,34.248402,32.1516,32.1516,32.1516,29717.0
2012-01-15,32.850497999999995,32.850497999999995,31.4526,32.1516,32.1516,6537.0
2012-01-16,32.1516,32.1516,30.7537,31.4526,31.4526,9169.0
2012-01-17,31.4526,32.1516,31.4526,32.1516,32.1516,3886.0
2012-01-18,32.1516,32.850497999999995,31.4526,32.1516,32.1516,10873.0
2012-01-19,32.1516,32.850497999999995,32.1516,32.1516,32.1516,4016.0
2012-01-22,32.1516,36.345299,32.1516,36.345299,36.345299,40745.0
2012-01-23,36.345299,37.743198,34.947399,36.345299,36.345299,38834.0
2012-01-24,35.646301,36.345299,34.248402,34.947399,34.947399,26440.0
2012-01-26,34.947399,34.947399,33.5495,34.248402,34.248402,8804.0
2012-01-29,34.248402,34.947399,34.248402,34.248402,34.248402,10135.0
2012-01-30,34.248402,36.345299,34.248402,36.345299,36.345299,22836.0
2012-01-31,36.345299,36.345299,34.947399,34.947399,34.947399,10629.0
2012-02-01,34.947399,34.947399,33.5495,34.248402,34.248402,8579.0
2012-02-02,33.5495,34.248402,33.5495,34.248402,34.248402,8409.0
2012-02-05,34.947399,36.345299,32.850497999999995,32.850497999999995,32.850497999999995,29564.0
2012-02-06,33.5495,34.248402,32.850497999999995,33.5495,33.5495,5697.0
2012-02-07,33.5495,33.5495,31.4526,32.1516,32.1516,29878.0
2012-02-08,32.1516,32.1516,31.4526,31.4526,31.4526,7539.0
2012-02-09,32.1516,32.1516,31.4526,31.4526,31.4526,3844.0
2012-02-12,32.1516,32.1516,31.4526,32.1516,32.1516,8630.0
2012-02-13,32.1516,32.1516,31.4526,31.4526,31.4526,8090.0
2012-02-14,31.4526,32.1516,31.4526,31.4526,31.4526,7897.0
2012-02-15,31.4526,32.1516,30.7537,31.4526,31.4526,5399.0
2012-02-16,32.1516,32.1516,31.4526,32.1516,32.1516,6286.0
2012-02-19,32.850497999999995,33.5495,32.1516,32.850497999999995,32.850497999999995,12134.0
2012-02-20,32.850497999999995,32.850497999999995,31.4526,32.1516,32.1516,6218.0
2012-02-21,31.4526,32.1516,31.4526,32.1516,32.1516,2303.0
2012-02-22,32.1516,35.646301,32.1516,34.947399,34.947399,36435.0
2012-02-23,34.248402,36.345299,34.248402,34.947399,34.947399,28976.0
2012-02-26,34.947399,37.044201,34.947399,37.044201,37.044201,46540.0
2012-02-27,37.044201,38.442101,32.850497999999995,33.5495,33.5495,93782.0
2012-02-28,33.5495,34.947399,32.850497999999995,33.5495,33.5495,20061.0
2012-02-29,33.5495,34.248402,32.850497999999995,32.850497999999995,32.850497999999995,14403.0
2012-03-01,32.850497999999995,34.248402,32.850497999999995,32.850497999999995,32.850497999999995,8510.0
2012-03-04,33.5495,33.5495,32.850497999999995,33.5495,33.5495,11532.0
2012-03-05,33.5495,34.248402,32.850497999999995,34.248402,34.248402,14164.0
2012-03-06,33.5495,34.947399,32.850497999999995,34.248402,34.248402,14521.0
2012-03-07,34.248402,36.345299,33.5495,35.646301,35.646301,36684.0
2012-03-08,36.345299,37.044201,34.248402,36.345299,36.345299,23895.0
2012-03-11,36.345299,37.044201,35.646301,35.646301,35.646301,17681.0
2012-03-12,36.345299,36.345299,34.947399,34.947399,34.947399,8886.0
2012-03-13,35.646301,37.044201,34.947399,35.646301,35.646301,18471.0
2012-03-14,35.646301,35.646301,34.947399,34.947399,34.947399,9668.0
2012-03-15,34.947399,35.646301,33.5495,35.646301,35.646301,19478.0
2012-03-18,34.947399,35.646301,34.248402,34.947399,34.947399,4227.0
2012-03-19,34.947399,34.947399,33.5495,33.5495,33.5495,7731.0
2012-03-20,34.947399,39.140999,34.947399,39.140999,39.140999,59616.0
2012-03-21,37.743198,38.442101,34.947399,35.646301,35.646301,45980.0
2012-03-22,33.5495,33.5495,31.4526,33.5495,33.5495,88453.0
2012-03-25,33.5495,34.248402,32.850497999999995,33.5495,33.5495,18434.0
2012-03-26,33.5495,34.947399,33.5495,34.248402,34.248402,25313.0
2012-03-27,37.044201,37.044201,34.947399,34.947399,34.947399,80862.0
2012-03-28,34.947399,35.646301,34.947399,34.947399,34.947399,15937.0
2012-03-29,36.345299,37.743198,35.646301,36.345299,36.345299,46307.0
2012-04-02,37.044201,37.743198,36.345299,37.044201,37.044201,22835.0
2012-04-03,37.044201,37.044201,37.044201,37.044201,37.044201,0.0
2012-04-04,37.044201,37.044201,37.044201,37.044201,37.044201,0.0
