Date,Open,High,Low,Close,Adj Close,Volume
2012-01-02,0.07481,0.07481,0.07481,0.07481,0.053884,200501
2012-01-03,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-04,0.07481,0.07481,0.07481,0.07481,0.053884,210178
2012-01-05,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-08,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-09,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-10,0.07382000000000001,0.07481,0.07382000000000001,0.07481,0.053884,103907
2012-01-11,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-12,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-15,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-16,0.07481,0.07481,0.07481,0.07481,0.053884,90226
2012-01-17,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-18,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-19,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-22,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-23,0.07481,0.07481,0.07481,0.07481,0.053884,0
2012-01-24,0.07481,0.07481,0.07481,0.07481,0.053884,461153
2012-01-26,0.07481,0.07481,0.07481,0.07481,0.053884,22962
2012-01-29,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,15890
2012-01-30,0.07182000000000001,0.07182000000000001,0.07182000000000001,0.07182000000000001,0.05173,1
2012-01-31,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,0
2012-02-01,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,0
2012-02-02,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,0
2012-02-05,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,0
2012-02-06,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,0
2012-02-07,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,80200
2012-02-08,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.06982999999999999,0.050297,0
