asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
AGL,2019-05-10,Utilities,large,0.8089191863312902,0.04418842059209567,,,9.648234153871792e-05,0.09276018099547512,0.0001166954826711876,0.5752579137642183,1,0,1,,,,
APA,2019-05-10,Utilities,large,0.9999999999999999,0.1807398765252054,,,0.00042627652716197196,0.16911764705882354,0.0008112669955300963,0.6291332334009346,1,0,1,,,,
AST,2019-05-10,Utilities,mid,0.6509279769808206,0.10631471488989355,,,0.0003157603904903496,0.09615384615384615,0.0006992393321657562,0.6195220879992946,1,0,1,,,,
EWC,2019-05-10,Utilities,micro,0.04045180825366584,0.03169510475912694,,,7.543164883936128e-05,0.0,0.0005638725722671786,0.6152896569967374,1,0,1,,,,
EPW,2019-05-10,Utilities,small,0.017973247753984848,,,,3.5084487832261076e-06,0.05712669683257918,0.0,0.5436028568909267,1,0,1,,,,
GNE,2019-05-10,Utilities,mid,0.13780608466557825,1.0,,,,0.11312217194570136,,,1,0,1,,,,
GNX,2019-05-10,Utilities,micro,0.00780402006068913,,,,0.0004587296784068135,0.31165158371040724,0.0010950704093864244,1.0,1,0,1,,,,
IFN,2019-05-10,Utilities,small,0.044959451253187205,0.03874386271936221,,,0.0001578801952451748,0.03280542986425339,0.00038089405543875634,0.5645004849660524,1,0,1,,,,
IFT,2019-05-10,Utilities,mid,0.11310539411815972,0.20412230810364107,,,,0.09785067873303167,,,1,0,1,,,,
KPO,2019-05-10,Utilities,micro,0.0,,,,0.019970967586318805,0.07748868778280543,0.003248802237565863,0.5020721276783352,1,0,1,,,,
LPE,2019-05-10,Utilities,micro,0.0013953559905466263,,,,0.00010700768788839626,0.3342760180995475,0.0001148283549484486,0.0,1,0,1,,,,
MCY,2019-05-10,Utilities,mid,0.2361427960902069,0.14063487433765984,,,,0.11651583710407239,,,1,0,1,,,,
MEZ,2019-05-10,Utilities,large,0.48221760003430136,0.34256963686743475,,,,0.16289592760180996,,,1,0,1,,,,
NEW,2019-05-10,Utilities,small,0.021202979555751088,0.014194740168197953,,,0.0004850430442810092,0.03789592760180996,0.0004891874633576185,,1,0,1,,,,
PEA,2019-05-10,Utilities,micro,0.01629639710135066,0.07875164065918039,,,0.00020962981479775988,0.06900452488687782,0.0002996739994996098,0.5614143373600211,1,0,1,,,,
PO3,2019-05-10,Utilities,micro,0.005626630886395931,,,,1.0,1.0,0.9999999999999999,,1,0,1,,,,
RNE,2019-05-10,Utilities,micro,0.00013608682339332496,,,,0.0007797527420720022,0.03789592760180996,0.0006899036935520611,0.4946653734238603,1,0,1,,,,
SKI,2019-05-10,Utilities,mid,0.21470446089810777,,,,0.0011604194350520348,0.10916289592760181,0.0014834329757161368,0.6566440349175557,1,0,1,,,,
TPC,2019-05-10,Utilities,micro,0.0003672480028559591,0.0,,,0.0,0.0746606334841629,1.8671277227390022e-06,0.635305528612997,1,0,1,,,,
WND,2019-05-10,Utilities,micro,0.0030269997189713888,,,,0.0017261568013472444,0.0667420814479638,0.0018101803271954621,0.3843576404197161,1,0,1,,,,
ZEN,2019-05-10,Utilities,micro,0.006322444678609061,0.06625832482621166,,,0.00012191859521710722,0.06165158371040724,0.00030900963811330477,0.5978308791111895,1,0,1,,,,
