asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
AAU,2019-05-10,Media & Entertainment,micro,0.00045063054493554974,,,,2.0890655253235506e-05,0.0858416945373467,0.00029687293838237235,0.09914606741573034,1,0,1,,,,
AV1,2019-05-10,Media & Entertainment,micro,0.0012971289977729797,,,,0.0029190869255069805,0.02831661092530657,0.029456392663939835,0.10031460674157304,1,0,1,,,,
AER,2019-05-10,Media & Entertainment,micro,0.0004951352919194919,,,,0.00021451136247834505,0.059531772575250844,0.0024607468003694424,0.03707865168539326,1,0,1,,,,
AB1,2019-05-10,Media & Entertainment,micro,0.00949054374353098,,,,0.0004672373382248039,0.03953920475659606,0.005422879007784668,0.01959550561797753,1,0,1,,,,
AD1,2019-05-10,Media & Entertainment,micro,0.0,,,,0.00014827269948028125,0.003493125232255667,0.0,0.11096629213483146,1,0,1,,,,
ASP,2019-05-10,Media & Entertainment,micro,0.002089131842058644,,,,8.916743095893204e-05,0.014492753623188406,0.0011017284602190265,0.045617977528089895,1,0,1,,,,
BYI,2019-05-10,Media & Entertainment,micro,0.004569590291306521,,,,2.6495465199225515e-05,0.009067261241174284,0.00039583058450982987,1.0,1,0,1,,,,
CAR,2019-05-10,Media & Entertainment,mid,0.34241965680869174,0.2632950373090134,,,0.0003531030265973709,0.08338907469342252,0.005218366539121257,0.19442696629213485,1,0,1,,,,
CM8,2019-05-10,Media & Entertainment,micro,0.0004815113897815504,,,,3.566697238357281e-06,0.0065403195837978444,0.00013854070457844044,0.10377528089887642,1,0,1,,,,
DHG,2019-05-10,Media & Entertainment,small,0.17257501015568807,,,,0.0002511973912157343,0.008101077666295057,0.003549280907771474,0.19051685393258427,1,0,1,,,,
EM1,2019-05-10,Media & Entertainment,micro,0.0008148428620898517,,,,0.005198206460817283,0.02638424377554812,0.04576461274574482,0.08017977528089888,1,0,1,,,,
EN1,2019-05-10,Media & Entertainment,micro,0.001221743405943037,,,,7.082441659023744e-05,,0.0007982583454281567,0.10498876404494382,1,0,1,,,,
ESH,2019-05-10,Media & Entertainment,micro,0.0010564400600026806,,,,0.051267196575970654,0.017094017094017092,0.544227470642565,0.09415730337078652,1,0,1,,,,
EVT,2019-05-10,Media & Entertainment,mid,0.22343757813733622,0.19258557384815822,,,7.948639559767656e-05,0.01055369751021925,0.0012798522232484498,0.15514606741573034,1,0,1,,,,
FDV,2019-05-10,Media & Entertainment,micro,0.011633129419757908,,,,0.0005742382553755223,0.01806020066889632,0.006636759466948146,0.017842696629213478,1,0,1,,,,
GTN,2019-05-10,Media & Entertainment,small,0.0021300035484724685,,,,0.9999999999999999,1.0,1.0000000000000002,0.064,1,0,1,,,,
HT1,2019-05-10,Media & Entertainment,small,0.038776483779249964,0.0,,,9.477224090492205e-05,0.0038647342995169072,0.0010621454017680435,0.1409438202247191,1,0,1,,,,
IS3,2019-05-10,Media & Entertainment,micro,0.0007794207165312039,,,,8.560073372057476e-05,0.06354515050167224,0.0006135374059902363,0.0,1,0,1,,,,
