asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
5GN,2019-05-10,Communication Services,micro,0.0011215033909126992,,,,0.0002236380130025031,0.3367579908675799,0.0006380059526574805,0.0,1,0,1,,,,
AYS,2019-05-10,Communication Services,micro,0.003536730573435262,,,,9.449493507148017e-06,0.06792237442922376,1.858269765021789e-05,0.9958031292550865,1,0,1,,,,
CNU,2019-05-10,Communication Services,mid,0.04295156085523478,0.021062548730832537,,,,0.08390410958904111,,,1,0,1,,,,
HTA,2019-05-10,Communication Services,small,0.03432328426720047,,,,0.017418566364842847,1.0,0.058080221505755994,,1,0,1,,,,
MAQ,2019-05-10,Communication Services,small,0.007126266199589294,0.006697782205665771,,,0.0001627412770675492,0.1934931506849315,0.0004397905110551565,0.9965230499038328,1,0,1,,,,
MNF,2019-05-10,Communication Services,small,0.006123660460059708,0.012074417395824308,,,0.00013439279654610514,0.1695205479452055,0.0004490818598802655,0.9980624357848557,1,0,1,,,,
REF,2019-05-10,Communication Services,micro,2.1570691470085768e-05,,,,1.7849043291279586e-05,0.00684931506849315,0.0,0.9930087705888417,1,0,1,,,,
SPK,2019-05-10,Communication Services,mid,0.10800876632901345,0.00583145629385775,,,,0.281392694063927,,,1,0,1,,,,
SDA,2019-05-10,Communication Services,small,0.024832180020362735,0.24737936411678071,,,0.00012494330303895713,0.125,0.0006194232550072627,0.9968021302540876,1,0,1,,,,
ST1,2019-05-10,Communication Services,micro,0.0007696422716526601,,,,0.00029923396105968717,0.10673515981735161,0.0007680848362090057,1.0,1,0,1,,,,
SLC,2019-05-10,Communication Services,small,0.009126300712695646,0.9999999999999998,,,0.000341231709980345,0.003995433789954345,0.0011273503241132183,0.9988907889263761,1,0,1,,,,
TLS,2019-05-10,Communication Services,large,1.0000000000000002,0.0,,,0.00013754262771515448,0.09931506849315071,0.0006008405573570449,0.9965497136315642,1,0,1,,,,
TOM,2019-05-10,Communication Services,micro,0.00014892405390947211,,,,0.0,,0.00035926548790421236,0.993488717688006,1,0,1,,,,
TPM,2019-05-10,Communication Services,mid,0.12388479525099658,0.005918088885038552,,,,,0.0008021531152344052,0.9963737330285373,1,0,1,,,,
UWL,2019-05-10,Communication Services,micro,0.0008324561252135498,,,,0.002118786433047189,,0.0026851998104564837,0.9935651537075024,1,0,1,,,,
VOC,2019-05-10,Communication Services,mid,0.06003554849954271,0.026569132807762273,,,0.00010919414719371044,0.0,0.00047076167380551967,0.9969727781115681,1,0,1,,,,
VN8,2019-05-10,Communication Services,micro,0.00022433519128889197,,,,0.00019528953248105905,0.1934931506849315,0.00041811069712990233,0.9946832526903702,1,0,1,,,,
ZIP,2019-05-10,Communication Services,micro,0.0,,,,1.0,0.04166666666666667,0.9999999999999999,0.9944557222137294,1,0,1,,,,
