asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
ABT,2019-05-10,"Food, Beverage & Tobacco",micro,0.0004468791347272882,,,,0.022028412156087033,0.028651292802236206,0.017283632142396494,0.8254526826878105,1,0,1,,,,
AS1,2019-05-10,"Food, Beverage & Tobacco",micro,0.0024415054330465926,,,,0.07004135946772164,0.06708595387840671,0.11466529085515283,0.7933584266910176,1,0,1,,,,
AAC,2019-05-10,"Food, Beverage & Tobacco",small,0.07994197740432524,,,,0.014745549361625605,0.01886792452830189,0.03495421127305559,0.8180805808592619,1,0,1,,,,
AHF,2019-05-10,"Food, Beverage & Tobacco",micro,0.006229224302259169,,,,0.017263082179464123,0.13731656184486374,0.05210886108603121,0.7754738412882247,1,0,1,,,,
AVG,2019-05-10,"Food, Beverage & Tobacco",micro,0.01732154507066824,0.01632809086937527,,,0.003686387340406401,0.008385744234800842,0.012898232942086934,0.8465221942582241,1,0,1,,,,
BGA,2019-05-10,"Food, Beverage & Tobacco",small,0.12456297849324463,0.35058977719528184,,,0.006114008271893544,0.03913347309573725,0.016509738165871275,0.8668789950778414,1,0,1,,,,
BAL,2019-05-10,"Food, Beverage & Tobacco",small,0.0807512986180203,0.15885757972913941,,,0.033447221722711744,0.16457023060796647,0.048626338191667735,0.8649635849350765,1,0,1,,,,
BFC,2019-05-10,"Food, Beverage & Tobacco",micro,0.007041731819945148,,,,0.005394713181082539,0.009783368273934313,0.01779956146007997,0.8177687699057886,1,0,1,,,,
BEE,2019-05-10,"Food, Beverage & Tobacco",micro,0.0017325527950656896,,,,0.04450638374393094,0.20230607966457026,0.08138784986456854,0.816922425889218,1,0,1,,,,
BUB,2019-05-10,"Food, Beverage & Tobacco",small,0.05125807230201701,,,,0.19447941017802553,0.32459818308874916,0.2511285953824326,0.6889463016993698,1,0,1,,,,
CSS,2019-05-10,"Food, Beverage & Tobacco",micro,0.006904720748335356,0.0994429882044561,,,0.01591440388419349,0.03389238294898672,0.027602218496066037,0.8597296153589167,1,0,1,,,,
CCL,2019-05-10,"Food, Beverage & Tobacco",mid,0.6487099850004739,0.0676059414591525,,,0.011418809566624707,0.13731656184486374,0.024893589578227782,0.8478362547050047,1,0,1,,,,
CGC,2019-05-10,"Food, Beverage & Tobacco",small,0.15084998641837924,1.0,,,0.015195108793382484,0.1243885394828791,0.028376112472591256,0.9001314060446781,1,0,1,,,,
DBF,2019-05-10,"Food, Beverage & Tobacco",micro,0.006422792269707888,,,,0.03731343283582089,0.021663172606568835,0.07287501612279117,0.7068531593131251,1,0,1,,,,
ELD,2019-05-10,"Food, Beverage & Tobacco",small,0.07256090420934654,0.0,,,0.0035065635677036504,0.07721872816212438,0.010060621694827809,0.855898795073387,1,0,1,,,,
FRM,2019-05-10,"Food, Beverage & Tobacco",micro,0.0023052909374345312,,,,0.0006293832044596296,0.0020964360587002106,0.006707081129885205,0.8670126283436157,1,0,1,,,,
FSF,2019-05-10,"Food, Beverage & Tobacco",small,0.03605780911330736,,,,,,,,1,0,1,,,,
FNP,2019-05-10,"Food, Beverage & Tobacco",small,0.11181776252954301,0.41644823066841424,,,0.026524006473655815,0.07232704402515723,0.047594479556300785,0.945455355353126,1,0,1,,,,
GRB,2019-05-10,"Food, Beverage & Tobacco",micro,0.0078916784095245,0.1187745740498034,,,0.025265240064736554,0.07547169811320756,0.035857087579001676,0.8678812445711487,1,0,1,,,,
GNC,2019-05-10,"Food, Beverage & Tobacco",small,0.21377949023915602,0.076780253385758,,,0.0030570041359467715,0.023759608665269046,0.010963498000773893,0.8499298425354685,1,0,1,,,,
HUO,2019-05-10,"Food, Beverage & Tobacco",small,0.042053636648231245,0.028014416775884676,,,0.011868368998381583,0.034241788958770086,0.026699342190119955,0.848615782088688,1,0,1,,,,
ING,2019-05-10,"Food, Beverage & Tobacco",small,0.14925683442291654,0.00944735692442114,,,0.005304801294731164,0.30118798043326345,0.012769250612666065,0.8499743869573934,1,0,1,,,,
KTD,2019-05-10,"Food, Beverage & Tobacco",micro,0.005141101489358143,,,,0.2619133249415572,0.18553459119496857,0.28827550625564297,0.7281676652041249,1,0,1,,,,
LON,2019-05-10,"Food, Beverage & Tobacco",micro,0.0018639878346913626,,,,0.017622729724869623,0.005241090146750524,0.015864826518766927,0.819016013719682,1,0,1,,,,
MCA,2019-05-10,"Food, Beverage & Tobacco",micro,0.005782345167531881,,,,0.11283941737097643,0.1984626135569532,0.155939636269831,0.0,1,0,1,,,,
MRG,2019-05-10,"Food, Beverage & Tobacco",micro,0.00806851828102086,,,,0.005124977522028412,0.023410202655485678,0.023990713272281698,0.8164769816699704,1,0,1,,,,
NZK,2019-05-10,"Food, Beverage & Tobacco",small,0.023477484381136126,0.08606378331148976,,,,0.08420684835779177,,,1,0,1,,,,
OGA,2019-05-10,"Food, Beverage & Tobacco",micro,0.002182618233783903,,,,0.10942276568962417,0.05345911949685535,0.13285179930349542,0.813826588565447,1,0,1,,,,
RIC,2019-05-10,"Food, Beverage & Tobacco",small,0.041413986122052965,0.04701834862385322,,,0.0029670922495953966,0.04542278127183788,0.009544692377144332,0.8525579634290297,1,0,1,,,,
SFG,2019-05-10,"Food, Beverage & Tobacco",micro,0.01412249586377913,,,,0.042078762812443805,0.16177498252969952,0.0639752353927512,0.8088598855208357,1,0,1,,,,
SHV,2019-05-10,"Food, Beverage & Tobacco",small,0.05384296141465525,,,,0.019960438770005393,0.051013277428371764,0.03495421127305559,1.0,1,0,1,,,,
SM1,2019-05-10,"Food, Beverage & Tobacco",small,0.14368080243879708,0.12347094801223243,,,,0.196366177498253,,,1,0,1,,,,
TFL,2019-05-10,"Food, Beverage & Tobacco",micro,,,,,0.005394713181082539,,,,1,0,1,,,,
TGR,2019-05-10,"Food, Beverage & Tobacco",small,0.07953811337347545,0.015836609873307123,,,0.012677575975543965,0.040181691125087356,0.025280536566490392,0.8456981224526159,1,0,1,,,,
A2M,2019-05-10,"Food, Beverage & Tobacco",large,0.8924622403062675,0.3970074268239407,,,,1.0,,,1,0,1,,,,
FOD,2019-05-10,"Food, Beverage & Tobacco",micro,0.004723695666546915,,,,0.01321704729365222,0.0737246680642907,0.02592544821359474,0.7771219848994411,1,0,1,,,,
TWE,2019-05-10,"Food, Beverage & Tobacco",large,1.0,0.0939820882481433,,,0.035515195108793376,0.09748427672955975,0.06281439442796337,0.8686162275329072,1,0,1,,,,
WHA,2019-05-10,"Food, Beverage & Tobacco",micro,0.008746404455090239,,,,1.0,0.0859538784067086,1.0,0.8060313147286131,1,0,1,,,,
WBA,2019-05-10,"Food, Beverage & Tobacco",small,0.058208197882223055,0.050021843599825255,,,0.03299766229095487,0.030398322851153046,0.06745775828711466,0.8611327646495468,1,0,1,,,,
WLD,2019-05-10,"Food, Beverage & Tobacco",micro,0.012039449629711646,,,,0.0,0.0,0.008512833741777377,0.8425354684959576,1,0,1,,,,
WNR,2019-05-10,"Food, Beverage & Tobacco",micro,0.0041541438281689986,0.06738750546089997,,,0.012857399748246717,0.05765199161425577,0.0353411582613182,0.8577473885832647,1,0,1,,,,
YOW,2019-05-10,"Food, Beverage & Tobacco",micro,0.0,,,,0.006743391476353173,0.010132774283717682,0.0,0.834628833604312,1,0,1,,,,
