asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
TDO,2019-05-10,Energy,micro,0.00639374890246803,,,,0.40137967113057027,0.09271270507439909,0.49411662651153426,0.3471432844750224,1,0,1,,,,
88E,2019-05-10,Energy,micro,0.00788694809423993,,,,0.39907831574327807,0.022128958412819533,0.4919806488150835,0.30571343104995513,1,0,1,,,,
ACB,2019-05-10,Energy,micro,0.006525730595079056,,,,0.4071552435088624,0.012590614269362838,0.5004898444225613,0.4231727988832386,1,0,1,,,,
ADX,2019-05-10,Energy,micro,0.005757458215985401,,,,,,,,1,0,1,,,,
AFR,2019-05-10,Energy,micro,0.005782743129727723,,,,0.39891582948646853,0.025181228538725675,0.49182416124214384,0.432595473127929,1,0,1,,,,
AGE,2019-05-10,Energy,micro,0.005615751556550404,,,,,0.0015261350629530712,,0.4793100009971084,1,0,1,,,,
AJQ,2019-05-10,Energy,micro,0.007784141302100815,,,,0.3989595493055677,0.02060282334986646,0.4918596635187843,0.6707049556286768,1,0,1,,,,
ATS,2019-05-10,Energy,micro,0.012057013868358404,,,,0.3989747368295716,0.054559328500572296,0.49186813518223,1.0000000000000002,1,0,1,,,,
BMN,2019-05-10,Energy,micro,0.00669994642932561,,,,0.44852273789018726,0.018695154521175122,0.5346157760932309,0.4056236912952438,1,0,1,,,,
BAS,2019-05-10,Energy,micro,,,,,0.39895851655393544,,,,1,0,1,,,,
BPT,2019-05-10,Energy,mid,0.13947936417611193,0.3433451118963486,,,0.398960764307488,0.07020221289584128,0.4918581514614945,0.5095722405025427,1,0,1,,,,
BKY,2019-05-10,Energy,micro,0.005361790994347294,0.03297997644287397,,,0.39903520342513904,0.01716901945822205,0.49184588929826745,0.49456575929803576,1,0,1,,,,
BNL,2019-05-10,Energy,micro,0.005593800917147729,0.0,,,0.3990186388989588,,0.4919137868845144,0.48384684415195933,1,0,1,,,,
BLZ,2019-05-10,Energy,micro,0.005588521649443287,,,,0.3954187299593027,0.018695154521175122,0.4907833894251353,0.48638947053544723,1,0,1,,,,
BLU,2019-05-10,Energy,micro,0.007463217396909794,,,,0.41621838833316277,0.02975963372758489,0.5096570749347008,0.42980356964802074,1,0,1,,,,
BUY,2019-05-10,Energy,micro,0.005641870038877639,,,,0.3989595088055037,0.0007630675314765356,0.4918559558714572,0.5771263336324659,1,0,1,,,,
