asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
TOT,2019-05-10,Not Applic,,,,,,,,,,1,0,1,,,,
AEG,2019-05-10,Not Applic,micro,,,,,,1.0,,,1,0,1,,,,
ACQ,2019-05-10,Not Applic,micro,0.12620915646503697,0.02288408862383412,,,0.9345295877330271,0.020535714285714282,0.04712673667732046,,1,0,1,,,,
AMH,2019-05-10,Not Applic,micro,0.1543278346485673,0.09975382268298601,,,0.9439200031697605,0.02232142857142857,0.12347531146043964,,1,0,1,,,,
APL,2019-05-10,Not Applic,small,0.11371591454236712,,,,0.8677813657705491,0.016964285714285716,0.12820429195747177,,1,0,1,,,,
ALI,2019-05-10,Not Applic,micro,0.1251443626847525,0.06449152248535071,,,0.9375507656952673,0.020982142857142852,0.04712673667732046,,1,0,1,,,,
ARG,2019-05-10,Not Applic,mid,0.7994786444756367,0.06594778267050379,,,0.9414436277908752,0.029464285714285707,0.11023416606874958,0.948087431693989,1,0,1,,,,
AUP,2019-05-10,Not Applic,micro,0.12699855066210122,,,,0.927031123085762,0.0,0.03881025373426391,,1,0,1,,,,
AFI,2019-05-10,Not Applic,mid,1.0,0.058423771713879545,,,0.9403985973809855,0.030357142857142853,0.10429848020350924,,1,0,1,,,,
ALF,2019-05-10,Not Applic,micro,0.09845344731745578,,,,0.9388731501475921,0.011160714285714288,0.0,,1,0,1,,,,
AYK,2019-05-10,Not Applic,,,,,,,,,,1,0,1,,,,
AUI,2019-05-10,Not Applic,small,0.26644719308175946,0.06820151867133593,,,0.9409632109673713,0.028571428571428567,0.11284325875676735,,1,0,1,,,,
BEL,2019-05-10,Not Applic,micro,0.12729044883786453,,,,0.9285912395744598,0.017410714285714286,0.037929684952057924,0.0,1,0,1,,,,
BKI,2019-05-10,Not Applic,small,0.25212895299931726,0.045317430047501814,,,0.9422113041583297,0.023214285714285715,0.11137564411975737,,1,0,1,,,,
BAF,2019-05-10,Not Applic,micro,0.11742682874207117,0.2738115876703304,,,0.9439447669235494,0.007142857142857142,0.00805557367425478,,1,0,1,,,,
BTC,2019-05-10,Not Applic,micro,0.12798973533719318,,,,0.956534659349803,0.15803571428571428,0.18211466962363837,,1,0,1,,,,
CDM,2019-05-10,Not Applic,micro,0.14636028357273215,,,,0.9298442855161758,0.009374999999999994,0.041321505446480986,,1,0,1,,,,
CIN,2019-05-10,Not Applic,small,0.2267591941579753,0.06043479768385284,,,0.9407898646908495,0.023660714285714285,0.10729893679472963,,1,0,1,,,,
CBC,2019-05-10,Not Applic,micro,0.1270658141547771,,,,0.9152831982883295,0.02455357142857143,0.041321505446480986,,1,0,1,,,,
CAM,2019-05-10,Not Applic,micro,0.12746051125330926,,,,0.9088198585494385,0.02455357142857143,0.03978866349227056,,1,0,1,,,,
CLF,2019-05-10,Not Applic,micro,0.13930269333177656,0.2181269720190007,,,0.9422410206628763,0.025892857142857148,0.13772748026873655,,1,0,1,,,,
CIE,2019-05-10,Not Applic,,,,,,,,,,1,0,1,,,,
CVF,2019-05-10,Not Applic,,,,,,,,,,1,0,1,,,,
CD1,2019-05-10,Not Applic,,,,,,,,,,1,0,1,,,,
CD3,2019-05-10,Not Applic,micro,,0.03789743767553136,,,0.9418497533530124,0.02142857142857143,,,1,0,1,,,,
DUI,2019-05-10,Not Applic,small,0.24662349957992047,0.07843001282895876,,,0.9418249895992236,0.029464285714285707,0.12083360511382166,,1,0,1,,,,
DJW,2019-05-10,Not Applic,small,0.22246067623923468,0.049512846295204735,,,0.9386007488559147,0.022767857142857145,0.09823233970386798,,1,0,1,,,,
D2O,2019-05-10,Not Applic,micro,0.15175913070185015,0.05568461565132969,,,0.9348366582800088,0.03526785714285714,0.07155436696888656,,1,0,1,,,,
EAI,2019-05-10,Not Applic,,,,,,,,,,1,0,1,,,,
EGI,2019-05-10,Not Applic,small,,,,,,,,,1,0,1,,,,
EGD,2019-05-10,Not Applic,,,,,,,,,,1,0,1,,,,
