asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
ACR,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.0001876573449654415,,,,0.034592255760503385,0.031106398020501948,0.024174628600589707,0.6534238218697574,1,0,1,,,,
ACW,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.0,,,,0.03361774155583441,0.010957935666313187,0.023242586187344073,0.6607823699862742,1,0,1,,,,
1AD,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.0001726461371217782,,,,0.034491805834791354,0.135383527748321,0.02467254479473804,0.645607747445478,1,0,1,,,,
ATH,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.00016029649095252328,,,,0.0341514754894685,0.0558501237186285,0.02385390678158313,0.6553301814854353,1,0,1,,,,
AGH,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.0009748408257884662,,,,0.12302717095527879,0.15977377165075998,0.11227389997731912,,1,0,1,,,,
ATX,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,3.456431745347104e-05,,,,0.0,0.0007069635913750441,0.0,0.6556733262162574,1,0,1,,,,
ANR,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.00014400773350514394,,,,0.03590260255262751,0.08448214916931779,0.025714447720571562,0.6476284886380966,1,0,1,,,,
ADO,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.00015880601641485458,,,,0.03524592990394288,0.2332979851537646,0.025778237695622593,0.6301662345584871,1,0,1,,,,
ANP,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.00015305704319813247,,,,0.04067472365026034,0.24248851184164016,0.029378827398503064,0.6414518834833002,1,0,1,,,,
AC8,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.0007579767805576708,,,,0.3472853782389479,0.07140332272887948,0.25825371399410296,0.6200625285953941,1,0,1,,,,
AVH,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",small,0.006624803948222591,,,,0.07151285084385434,0.7147401908801697,0.06182843331821275,0.5702684154338874,1,0,1,,,,
BLT,2019-05-10,"Pharmaceuticals, Biotechnology & Life Sciences",micro,0.00013421318654332107,0.002046702753961042,,,0.03316796576906412,0.02368328031106398,0.023359534474937632,0.6812185450663413,1,0,1,,,,
