asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
GOW,2019-05-10,Diversified Financials,micro,0.5293874297581237,0.9178530292559316,,,0.14275202354672553,0.012881177707676132,0.22248464808691548,0.9452367749805921,1,0,1,,,,
HUB,2019-05-10,Diversified Financials,small,0.5331859271927681,0.4590186592950932,,,0.24738778513612952,0.36619348054679285,0.3092426389544954,,1,0,1,,,,
IMF,2019-05-10,Diversified Financials,small,0.5322960542389445,,,,0.5295069904341427,0.05651945320715037,0.6932766493465596,0.782411001441721,1,0,1,,,,
INV,2019-05-10,Diversified Financials,micro,0.5280728072318593,,,,0.12700515084621045,0.033648790746582544,0.17194142654700048,0.8623045358766773,1,0,1,,,,
IFL,2019-05-10,Diversified Financials,mid,0.5426337649645737,0.031052752821930426,,,0.1403973509933775,0.02602523659305993,0.2012281530467643,0.9080181878673615,1,0,1,,,,
JHG,2019-05-10,Diversified Financials,mid,0.5609577327143904,0.04095830453812485,,,0.14966887417218544,0.02891692954784437,0.20217288615965992,0.9078851059110568,1,0,1,,,,
KAM,2019-05-10,Diversified Financials,micro,0.5280616296115319,,,,0.15349521707137603,0.02891692954784437,0.175562903479767,0.8758123544416102,1,0,1,,,,
KSL,2019-05-10,Diversified Financials,micro,0.5291675421451258,,,,,,,,1,0,1,,,,
LAW,2019-05-10,Diversified Financials,micro,0.5284339726362082,,,,0.20868285504047096,0.04232386961093586,0.3897024090694379,0.8575357657757567,1,0,1,,,,
MQG,2019-05-10,Diversified Financials,large,1.0,0.04335406588343699,,,0.1567328918322296,0.055993690851735015,0.25948669500866006,,1,0,1,,,,
MFG,2019-05-10,Diversified Financials,mid,0.5748228683117518,0.08431237042156184,,,0.3259749816041207,0.30546792849631965,0.3915918752952291,0.9292669402240211,1,0,1,,,,
MAI,2019-05-10,Diversified Financials,micro,0.5285415954067921,0.3688090301773784,,,0.13863134657836645,0.058885383806519455,0.19304046606833572,0.9299988909836974,1,0,1,,,,
MCX,2019-05-10,Diversified Financials,micro,0.528057964817982,0.06473162865699147,,,0.12965415746872702,,0.3092426389544954,,1,0,1,,,,
MOE,2019-05-10,Diversified Financials,small,0.5318160273637919,0.08099516240497581,,,0.17542310522442972,0.06572029442691903,0.23161706817823968,,1,0,1,,,,
MNY,2019-05-10,Diversified Financials,small,0.530711214268263,0.02515549412577747,,,0.15246504782928624,0.037329127234490014,0.21839080459770116,0.9055561716757236,1,0,1,,,,
MEC,2019-05-10,Diversified Financials,micro,,,,,,,,,1,0,1,,,,
NGI,2019-05-10,Diversified Financials,small,0.5318084534571219,0.07671043538355217,,,0.20235467255334805,0.07124079915878023,0.2634230829790584,0.9258733503382498,1,0,1,,,,
NWL,2019-05-10,Diversified Financials,mid,0.5417786464695823,0.29665975581663206,,,0.47284768211920536,1.0,0.5544008817509054,0.9999999999999999,1,0,1,,,,
NSX,2019-05-10,Diversified Financials,micro,0.5282039457610554,,,,0.3330389992641648,0.19348054679284962,0.3811998110533774,0.871864256404569,1,0,1,,,,
OCP,2019-05-10,Diversified Financials,micro,0.5282192157341803,0.10145127850725638,,,0.12965415746872702,0.01550998948475289,0.1728861596598961,0.901319729400022,1,0,1,,,,
OFX,2019-05-10,Diversified Financials,small,0.5298584168091864,0.06224372264455194,,,0.15305371596762327,0.13144058885383805,0.20107069752794837,0.9138959742708217,1,0,1,,,,
OVH,2019-05-10,Diversified Financials,micro,0.5286982042511605,,,,0.1403973509933775,0.029968454258675076,0.19508738781294285,0.9402683819452144,1,0,1,,,,
PAC,2019-05-10,Diversified Financials,micro,0.5286823845590032,0.01174844505874222,,,0.13789551140544518,0.011829652996845425,0.17776728074319006,0.8932682710435842,1,0,1,,,,
PDL,2019-05-10,Diversified Financials,mid,0.5405570486195944,0.04293941488136374,,,0.17218543046357615,0.06125131440588854,0.22736576917020945,0.9123877120993678,1,0,1,,,,
PCG,2019-05-10,Diversified Financials,micro,0.5289081969215734,0.2145588574061276,,,0.15334805003679175,0.036540483701366984,0.21287986143914345,0.9301985139181544,1,0,1,,,,
PPT,2019-05-10,Diversified Financials,small,,0.04211011287721722,,,0.16188373804267844,,,,1,0,1,,,,
PNI,2019-05-10,Diversified Financials,small,0.5338302589787443,0.1730937571988021,,,1.0,0.15457413249211355,1.0,0.0,1,0,1,,,,
PNC,2019-05-10,Diversified Financials,micro,0.5293811996090887,0.027597327804653297,,,0.14025018395879324,0.0341745531019979,0.20799874035584948,,1,0,1,,,,
PTM,2019-05-10,Diversified Financials,mid,0.5439775225995602,0.05998617829993089,,,0.24547461368653423,0.2221345951629863,0.3023145961265943,0.91524897415992,1,0,1,,,,
PVL,2019-05-10,Diversified Financials,micro,0.5280476423161495,,,,,0.004206098843322818,,,1,0,1,,,,
PFG,2019-05-10,Diversified Financials,micro,0.5281912411434156,0.042616908546417864,,,0.11846946284032378,0.005257623554153523,0.18312076838293184,0.900365975379838,1,0,1,,,,
RZI,2019-05-10,Diversified Financials,micro,0.5281862936721232,,,,0.2538631346578366,0.026550998948475284,0.2752322468902535,0.8851724520350448,1,0,1,,,,
SWF,2019-05-10,Diversified Financials,micro,0.5281301001710237,,,,0.2800588668138337,0.20977917981072552,0.29176507636592663,,1,0,1,,,,
SFL,2019-05-10,Diversified Financials,micro,0.5280747007085268,,,,0.11817512877115527,0.013144058885383806,0.17398834829160764,0.8829987800820671,1,0,1,,,,
WZR,2019-05-10,Diversified Financials,micro,0.528406792084046,,,,0.6754966887417218,0.2854889589905363,0.6535978586049441,,1,0,1,,,,
XPL,2019-05-10,Diversified Financials,micro,0.5282027241632055,,,,0.1334805003679176,0.013406940063091484,0.1861124232404346,0.8638571587002328,1,0,1,,,,
Z1P,2019-05-10,Diversified Financials,small,,,,,0.40941869021339217,,,,1,0,1,,,,
