asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
14D,2019-05-10,Capital Goods,micro,0.0025970444312581687,,,,1.0,0.0600408788962698,1.0,0.15422124486088534,1,0,1,,,,
ACF,2019-05-10,Capital Goods,micro,0.004529621365125136,0.0,,,0.78707933656979,0.022738886050076644,0.532104984831195,,1,0,1,,,,
AJL,2019-05-10,Capital Goods,micro,0.013818260977425417,,,,0.7868016780983866,0.006387327542156361,0.5322441481811351,0.30758198680562193,1,0,1,,,,
A3D,2019-05-10,Capital Goods,micro,0.001711280003235809,,,,0.8053267042373287,0.16811446090955545,0.5716412925491944,0.20585141982981162,1,0,1,,,,
ASB,2019-05-10,Capital Goods,small,0.062463216331439544,0.3003407682775712,,,0.7868016780983866,0.02887072049054675,0.5312004230565839,0.30538292379768617,1,0,1,,,,
ANG,2019-05-10,Capital Goods,micro,0.009221488699013274,,,,0.7867322634805358,0.014307613694430251,0.5311586740516019,0.31092838703508935,1,0,1,,,,
BPP,2019-05-10,Capital Goods,micro,0.0009022051360811855,,,,0.7870229371927862,0.05135411343893715,0.533051295610788,,1,0,1,,,,
BLY,2019-05-10,Capital Goods,micro,0.05955438128772629,,,,0.7866238031401438,,0.5318962398062846,0.3250788794339803,1,0,1,,,,
BOL,2019-05-10,Capital Goods,micro,0.007758251877656855,,,,0.7867105714124574,0.0028104241185488,0.531270004731554,0.2854957452911368,1,0,1,,,,
CDD,2019-05-10,Capital Goods,small,0.04256534286869655,0.40535935563816605,,,0.7867235866533044,0.012008175779253958,0.5311447577166079,0.33435318864136143,1,0,1,,,,
CFO,2019-05-10,Capital Goods,micro,0.002258076572222772,,,,0.7963028039167199,0.09989780275932549,0.5692615992652176,0.14045319820250501,1,0,1,,,,
CIM,2019-05-10,Capital Goods,large,0.9999999999999999,0.23807311028500622,,,0.7869925682974764,0.1481859989780276,0.5317153274513625,0.3081556554163878,1,0,1,,,,
CVL,2019-05-10,Capital Goods,micro,0.02332546583819875,0.07311028500619579,,,0.7866628488626849,0.020694941236586613,0.5310195107016616,0.30117602065206994,1,0,1,,,,
