asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
ATP,2019-05-10,Consumer Durables & Apparel,micro,0.0,,,,1.2291184301699398e-05,0.0,5.4841828332542036e-05,0.9063359597184018,1,0,1,,,,
AMS,2019-05-10,Consumer Durables & Apparel,micro,0.05239329958431081,,,,0.00047781978972856454,0.14192190787935471,0.00046223826737428294,0.0,1,0,1,,,,
AKP,2019-05-10,Consumer Durables & Apparel,small,0.22419228711363542,,,,0.9999999999999999,1.0,1.0,0.28183132080749684,1,0,1,,,,
BRG,2019-05-10,Consumer Durables & Apparel,mid,0.9999999999999999,0.9999999999999998,,,0.0004609194113137278,0.17301847089081135,0.0004810411799454402,1.0,1,0,1,,,,
FWD,2019-05-10,Consumer Durables & Apparel,micro,0.06281022348438078,,,,4.6091941131372774e-05,0.012158054711246202,3.133818761859546e-05,0.9105319595319129,1,0,1,,,,
GAP,2019-05-10,Consumer Durables & Apparel,micro,0.040330081903115614,0.05476529160739685,,,2.611876664111124e-05,0.01683422960018705,4.5440372046963406e-05,0.9132826705207702,1,0,1,,,,
MCP,2019-05-10,Consumer Durables & Apparel,micro,0.05440589373173642,0.139402560455192,,,4.14827470182355e-05,0.025251344400280575,5.0141100189752734e-05,0.9172921814536809,1,0,1,,,,
SHM,2019-05-10,Consumer Durables & Apparel,micro,0.022677696835000205,0.0,,,0.0,0.020107552022445643,0.0,0.9071751596811041,1,0,1,,,,
TWD,2019-05-10,Consumer Durables & Apparel,micro,0.02962094085689591,0.1322901849217638,,,7.374710581019644e-05,0.1578209025017536,5.4841828332542036e-05,0.92451862557695,1,0,1,,,,
WAT,2019-05-10,Consumer Durables & Apparel,micro,0.025756266205704405,0.46088193456614496,,,5.0701135244510064e-05,0.012859480944587331,7.051092214183978e-05,0.9329106252039723,1,0,1,,,,
