asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
NNW,2019-05-10,Retailing,micro,0.0019108599980114315,,,,,0.09314285714285715,,,1,0,1,,,,
AX1,2019-05-10,Retailing,small,0.020717313385866295,0.38140556368960465,,,0.03081664098613252,0.10285714285714286,0.03801369863013698,0.1405459465819508,1,0,1,,,,
ADH,2019-05-10,Retailing,micro,0.00695299158912697,0.2020497803806735,,,0.02342064714946071,0.12742857142857145,0.028424657534246573,0.12313213319214023,1,0,1,,,,
AHL,2019-05-10,Retailing,micro,0.0,,,,0.038828967642526975,0.21714285714285714,0.025342465753424658,0.08289210495352393,1,0,1,,,,
APE,2019-05-10,Retailing,small,0.06098051878473359,0.4019033674963397,,,0.009861325115562404,0.13885714285714285,0.01952054794520548,0.17925638310389455,1,0,1,,,,
AU8,2019-05-10,Retailing,micro,0.0008798933509408536,,,,0.04345146379044685,0.16,0.03767123287671233,,1,0,1,,,,
AHG,2019-05-10,Retailing,small,0.049637955017805414,,,,0.0009244992295839752,0.076,0.009246575342465754,0.1823743969878809,1,0,1,,,,
ASG,2019-05-10,Retailing,micro,0.017149473753307443,0.27574426549536357,,,0.0015408320493066258,0.015428571428571425,0.01232876712328767,0.16407812683845155,1,0,1,,,,
BBN,2019-05-10,Retailing,micro,0.007130852642238163,0.6878965348950707,,,0.024036979969183362,0.16285714285714284,0.02945205479452055,0.18084480527120836,1,0,1,,,,
BAP,2019-05-10,Retailing,small,0.0452939944262159,0.3750610053684724,,,0.03574730354391372,0.11942857142857144,0.049315068493150684,0.16307800917755028,1,0,1,,,,
BDA,2019-05-10,Retailing,micro,0.00020199416750891236,,,,0.3697996918335902,0.15314285714285714,0.2578767123287671,0.07706789034004,1,0,1,,,,
CCV,2019-05-10,Retailing,micro,0.0033496762784034693,0.2337725719863348,,,0.007395993836671803,0.005142857142857142,0.016095890410958904,0.10930697729144603,1,0,1,,,,
CCX,2019-05-10,Retailing,small,0.006629607856197529,,,,0.06779661016949153,0.35942857142857143,0.06780821917808219,0.13766325450052946,1,0,1,,,,
CL8,2019-05-10,Retailing,micro,7.215801204918135e-05,,,,0.18582434514637908,0.17885714285714285,0.17671232876712328,0.07895046476056006,1,0,1,,,,
DW8,2019-05-10,Retailing,micro,2.1478471813970366e-05,,,,0.6218798151001542,0.4457142857142857,0.5041095890410959,0.07636192493234498,1,0,1,,,,
FUN,2019-05-10,Retailing,micro,0.00018727296772630346,0.0,,,0.006779661016949153,0.06,0.010958904109589041,0.07812683845158253,1,0,1,,,,
HT8,2019-05-10,Retailing,micro,0.0001505906338417698,,,,0.0006163328197226503,,0.00547945205479452,0.0432992116719614,1,0,1,,,,
HVN,2019-05-10,Retailing,mid,0.1304838882501658,0.25915080527086387,,,0.06471494607087827,0.07428571428571429,0.08458904109589041,0.1503118013883986,1,0,1,,,,
