asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
TGP,2019-05-10,Real Estate,micro,0.0005280868205346688,,,,0.7381404174573056,0.0006236029673782759,0.036686390532544376,0.7532335188523949,1,0,1,,,,
ABP,2019-05-10,Real Estate,mid,0.07591892917712281,0.010158150851581504,,,0.3453510436432638,0.0006883928860669281,0.2710059171597633,0.8365603198244101,1,0,1,,,,
APW,2019-05-10,Real Estate,micro,0.001715219190045776,0.0020377128953771306,,,0.29032258064516137,0.00029965337393501564,0.17120315581854045,,1,0,1,,,,
LEP,2019-05-10,Real Estate,small,0.0404863727805401,0.04108880778588808,,,1.0000000000000002,0.0010609349185266772,0.9518737672583826,0.9684095006663009,1,0,1,,,,
AQR,2019-05-10,Real Estate,micro,0.013309035103458811,0.04108880778588808,,,0.5104364326375712,0.0014982668696750783,0.6378698224852071,,1,0,1,,,,
ADI,2019-05-10,Real Estate,small,0.023106845598241863,0.017944038929440385,,,0.5338393421884884,0.0009718487803297806,0.5932938856015779,,1,0,1,,,,
ARF,2019-05-10,Real Estate,small,0.02886449428246097,0.022201946472019462,,,0.8931056293485137,0.0011338235770514107,0.7510848126232742,,1,0,1,,,,
APZ,2019-05-10,Real Estate,micro,0.002491050444905351,0.12615571776155715,,,0.2188488298545225,0.0003725420324597492,0.126232741617357,0.8727757309712315,1,0,1,,,,
AOF,2019-05-10,Real Estate,small,,0.0,,,0.4674256799493992,0.0006155042275421944,,,1,0,1,,,,
AVN,2019-05-10,Real Estate,small,0.05579323714386383,0.012135036496350362,,,0.4554079696394688,0.0005669117885257054,0.4599605522682446,,1,0,1,,,,
AOG,2019-05-10,Real Estate,small,0.05409247443682786,0.005839416058394161,,,0.19671094244149276,0.00023486345524636367,0.19999999999999998,0.9147134906325939,1,0,1,,,,
AVJ,2019-05-10,Real Estate,micro,0.011633500376577208,0.0212287104622871,,,0.03542061986084757,0.0002510609349185267,0.044575936883629194,0.8755977110605943,1,0,1,,,,
BWP,2019-05-10,Real Estate,mid,0.07676931053064079,0.029014598540145983,,,0.92662871600253,0.0008098739836081505,0.6785009861932939,,1,0,1,,,,
CDP,2019-05-10,Real Estate,small,0.020183801425749374,0.053102189781021894,,,0.5344718532574321,0.0004778256503288088,0.506508875739645,,1,0,1,,,,
CWP,2019-05-10,Real Estate,small,0.01604896382449376,0.0034063260340632603,,,0.06072106261859584,0.0007288865852473354,0.04891518737672584,0.7833346398055969,1,0,1,,,,
CIP,2019-05-10,Real Estate,small,0.034817163757086864,0.009032846715328467,,,0.6729917773561037,0.0007207878454112539,0.5211045364891519,,1,0,1,,,,
CMA,2019-05-10,Real Estate,small,0.039919451878194775,0.018521897810218974,,,0.6432637571157496,0.0006317017072143574,0.6201183431952663,,1,0,1,,,,
CQE,2019-05-10,Real Estate,small,0.036234466012950176,0.016757907542579078,,,0.8734977862112587,0.0008422689429524765,0.6295857988165681,,1,0,1,,,,
CHC,2019-05-10,Real Estate,mid,0.13913060978862637,0.039841849148418484,,,0.6565464895635674,0.001846512682626583,0.42169625246548326,0.865015285725484,1,0,1,,,,
CLW,2019-05-10,Real Estate,small,0.05097440947392858,0.03585766423357663,,,0.6375711574952563,0.0007207878454112539,0.558974358974359,,1,0,1,,,,
CQR,2019-05-10,Real Estate,small,0.07506854782360482,0.030322384428223843,,,0.5268817204301076,0.0006640966665586834,0.441025641025641,,1,0,1,,,,
CMW,2019-05-10,Real Estate,mid,0.17059471986879182,0.01575425790754258,,,0.3769765970904491,,0.5388560157790927,0.9078937054166341,1,0,1,,,,
DVN,2019-05-10,Real Estate,micro,0.0016052365349907833,,,,0.016445287792536373,0.0,0.031163708086785008,0.7758093595672965,1,0,1,,,,
DXS,2019-05-10,Real Estate,large,0.46511012863718737,0.011678832116788319,,,0.6122707147375079,0.0007936765039359874,0.4532544378698225,0.8596848788900212,1,0,1,,,,
ERF,2019-05-10,Real Estate,micro,0.009940391101722899,0.1842457420924574,,,0.31056293485135994,0.0009394538209854546,0.4291913214990138,0.8795955161871913,1,0,1,,,,
EGH,2019-05-10,Real Estate,micro,0.003057687886799502,0.050851581508515806,,,0.15433270082226444,0.00042923321131231975,0.1775147928994083,0.9038959002900369,1,0,1,,,,
FRI,2019-05-10,Real Estate,micro,0.008357264481923584,0.02682481751824817,,,0.09361163820366858,0.0005507143088535424,0.07416173570019723,0.8860233597240731,1,0,1,,,,
GDF,2019-05-10,Real Estate,micro,0.009054577191808333,0.004440389294403893,,,0.47058823529411775,0.0006883928860669281,0.41459566074950693,,1,0,1,,,,
GDI,2019-05-10,Real Estate,small,0.04218713548757607,0.9999999999999999,,,0.5483870967741936,0.028256503288088375,0.7084812623274163,0.9581406286744533,1,0,1,,,,
GMG,2019-05-10,Real Estate,large,0.6995319217569785,0.034945255474452555,,,0.644528779253637,0.0017412290647575237,0.4118343195266272,0.9534373285255154,1,0,1,,,,
GPT,2019-05-10,Real Estate,large,0.40785111750030967,0.0066909975669099744,,,0.860215053763441,0.0006398004470504389,0.7439842209072979,0.9779728776358079,1,0,1,,,,
GOZ,2019-05-10,Real Estate,mid,0.1255245081323386,0.010766423357664232,,,0.7248576850094877,0.0008260714632803135,0.6516765285996056,0.9071098220584777,1,0,1,,,,
