asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
HPI,2019-05-10,Real Estate,small,0.02081251670645034,0.013838199513381996,,,0.6198608475648324,0.0007774790242638244,0.57396449704142,0.8866504664105981,1,0,1,,,,
IBN,2019-05-10,Real Estate,micro,0.0,,,,0.0,0.00183031520295442,0.005128205128205127,0.7327741632045153,1,0,1,,,,
INA,2019-05-10,Real Estate,small,0.025504070633809064,0.049391727493917265,,,0.21125869702719802,0.0007369853250834169,0.16370808678500987,0.8730108959786784,1,0,1,,,,
LLC,2019-05-10,Real Estate,mid,0.26980587777922344,0.04321776155717762,,,0.020240354206198612,0.0007612815445916614,0.014990138067061143,0.0,1,0,1,,,,
LIC,2019-05-10,Real Estate,small,0.018565525710004648,0.016058394160583942,,,0.2574320050600886,0.0019760925200038876,0.1727810650887574,0.9703692090616917,1,0,1,,,,
MEA,2019-05-10,Real Estate,micro,0.0005314883459487408,,,,0.017710309930423784,0.0006398004470504389,0.0,0.6949125970055656,1,0,1,,,,
MGR,2019-05-10,Real Estate,large,0.3990638435139572,0.010310218978102189,,,0.23529411764705885,0.0007531828047555799,0.19487179487179487,0.8628204123226464,1,0,1,,,,
NSR,2019-05-10,Real Estate,small,0.08130467774940338,0.2935523114355231,,,0.4857685009487667,0.00957271048624834,0.7522682445759369,1.0,1,0,1,,,,
PPC,2019-05-10,Real Estate,small,0.019775618376060743,0.01386861313868613,,,0.10120177103099307,0.0005183193495092163,0.0923076923076923,0.8332680097201537,1,0,1,,,,
RFF,2019-05-10,Real Estate,small,0.028050679327144255,0.03740875912408759,,,0.7830487033523087,0.0009637500404936991,0.6390532544378699,0.9033471819393275,1,0,1,,,,
SCG,2019-05-10,Real Estate,large,1.0,0.011253041362530414,,,0.4648956356736244,0.0004778256503288088,0.5191321499013807,,1,0,1,,,,
SRV,2019-05-10,Real Estate,micro,0.006478488611551183,,,,0.049968374446552825,0.000834170203116395,0.01932938856015779,0.771654777769068,1,0,1,,,,
SCP,2019-05-10,Real Estate,mid,0.1552878555054681,0.02588199513381995,,,0.6122707147375079,0.0006964916259030096,0.9112426035502958,,1,0,1,,,,
SGP,2019-05-10,Real Estate,mid,0.3863081232111874,0.029075425790754252,,,0.21189120809614173,0.0005264180893452978,0.19684418145956606,0.8686995375088187,1,0,1,,,,
URW,2019-05-10,Real Estate,large,0.9322529521697338,0.005170316301703164,,,,0.00011338235770514107,,,1,0,1,,,,
UOS,2019-05-10,Real Estate,small,0.04162021458523075,0.013260340632603406,,,0.12839974699557244,0.0003320483332793418,0.12228796844181461,0.8005016853492201,1,0,1,,,,
URF,2019-05-10,Real Estate,small,,,,,0.5762175838077167,,,,1,0,1,,,,
VCX,2019-05-10,Real Estate,mid,0.3979300017092665,0.027524330900243307,,,0.43074003795066423,0.0004616281706566459,0.39566074950690333,0.8784196911499569,1,0,1,,,,
VLW,2019-05-10,Real Estate,micro,0.012295663990516546,0.004987834549878344,,,0.029095509171410502,0.0006074054877061129,0.027218934911242602,0.7877243866112723,1,0,1,,,,
VTH,2019-05-10,Real Estate,micro,0.00657826669036396,,,,0.47122074636306144,0.0006398004470504389,0.38500986193293885,0.8216665360194404,1,0,1,,,,
VVR,2019-05-10,Real Estate,small,0.11843799685302206,0.017609489051094888,,,0.7324478178368122,1.0,1.0,,1,0,1,,,,
